id_trip,mode,distance_m,duration,weekday,morning,midday,afternoon,evening,midnight,lat,long
464734,0,263.33970276372656,1099,1,0,0,1,0,0,45.49540199999992,-73.62017900000002
141302,0,845.8613902833023,1068,1,0,0,1,0,0,45.51598099999993,-73.57885600000003
295081,3,2730.978190682808,1816,1,0,0,1,0,0,45.520994999999935,-73.553252
435101,2,973.7308274626528,620,1,0,0,1,0,0,45.544246999999906,-73.58098199999998
17707,0,419.1507893574502,391,1,0,0,1,0,0,45.54697599999992,-73.575567
257878,3,1279.1584381764535,1000,1,0,0,1,0,0,45.551107999999935,-73.54071700000001
143044,2,4279.41415743066,824,1,0,0,1,0,0,45.550992999999934,-73.57315500000001
101976,0,336.71531610188646,1342,1,0,0,1,0,0,45.49883899999993,-73.57950400000001
263135,0,163.93525094667214,344,1,0,0,1,0,0,45.53020799999993,-73.624602
297768,2,11806.999084579464,1368,1,0,0,1,0,0,45.57358899999996,-73.75541400000002
456978,1,112.74086840758991,591,1,0,0,1,0,0,45.53976299999992,-73.61689400000003
331053,0,115.9717651914348,327,1,0,0,1,0,0,45.50717199999993,-73.566163
29051,6,8193.922061007821,4123,1,0,0,0,1,0,45.50822599999994,-73.580129
239722,0,451.5606744782218,328,1,0,0,1,0,0,45.494726999999905,-73.57115999999998
321776,0,373.55738656626914,248,1,0,0,1,0,0,45.48194499999993,-73.576792
33009,3,1172.5722106779133,305,1,0,0,1,0,0,45.51857899999993,-73.55812899999998
146804,0,330.41062457048616,284,1,0,0,1,0,0,45.50865099999992,-73.56489
38549,3,2537.673333349712,1265,1,0,0,1,0,0,45.54660899999993,-73.67688699999998
339072,2,6328.790506462571,913,1,0,0,1,0,0,45.561675999999935,-73.680672
193932,6,351.8282292081797,439,1,0,0,1,0,0,45.509154999999936,-73.55332700000002
122736,0,987.8395680587262,2486,1,0,0,0,1,0,45.498798999999934,-73.65619600000002
113162,2,3131.3782026492468,543,1,0,0,1,0,0,45.58970599999992,-73.435774
148017,0,677.144667443234,811,1,0,0,0,1,0,45.51278799999994,-73.56130500000002
82708,0,154.4336796458771,239,1,0,0,1,0,0,45.50222999999993,-73.56421700000001
167198,0,153.47921951594714,2888,1,0,0,0,1,0,45.49681399999994,-73.623375
243250,0,327.7849918196086,396,1,0,0,0,1,0,45.507141999999924,-73.56894599999998
3918,2,20255.132072715776,1116,1,0,0,0,1,0,45.50532699999992,-73.461607
212415,2,5646.551867045875,1388,1,0,0,0,1,0,45.47667899999993,-73.578965
369610,0,350.94310460589804,568,1,0,0,0,1,0,45.50198999999992,-73.562793
137602,0,542.8712567402105,1210,1,0,0,0,1,0,45.523665999999935,-73.551405
115082,1,555.6843764384353,2279,1,0,0,0,1,0,45.50072799999993,-73.57222500000002
342147,0,1354.9257307140865,1160,1,0,0,0,1,0,45.518128999999924,-73.55854399999998
135816,6,3403.5625937330988,1228,1,0,0,0,1,0,45.518014999999934,-73.581692
253302,2,9130.880445637287,1942,1,0,0,0,1,0,45.57782299999993,-73.63535300000002
14046,3,6734.843274993708,1993,1,0,0,0,1,0,45.550660999999934,-73.54531800000002
384269,0,657.6211555901638,635,1,0,0,0,1,0,45.508372999999935,-73.568729
303197,1,224.37583274658675,379,1,0,0,0,1,0,45.496179999999924,-73.56536500000001
245349,0,332.14024621096934,252,1,0,0,0,1,0,45.503177999999906,-73.56980100000001
152389,0,1037.2271535731516,772,1,0,0,0,1,0,45.508666999999924,-73.56487600000001
188469,2,13891.338685155044,1052,1,0,0,0,1,0,45.541229999999935,-73.642175
179475,0,80.28818989872599,250,1,0,0,0,1,0,45.496600999999934,-73.57627899999999
5563,8,160.87948255326438,399,1,0,0,0,1,0,45.535747999999934,-73.620441
33446,3,2315.8520019226426,501,1,0,0,0,1,0,45.49740199999993,-73.5781
28644,3,8328.407755140575,2909,1,0,0,0,1,0,45.56318599999993,-73.65615000000003
428143,2,2166.1961869270394,450,1,0,0,0,1,0,45.76110599999996,-73.996209
98196,0,437.6440527640397,1065,1,0,0,0,1,0,45.5354079999999,-73.56891600000002
181608,3,1934.7003625235968,413,1,0,0,0,1,0,45.535222999999924,-73.615764
242841,6,212.72476333025813,301,1,0,0,0,1,0,45.51906999999992,-73.555604
71493,3,1856.8026326010247,2555,1,0,0,0,1,0,45.47631699999993,-73.613304
133991,0,3284.48590220328,3669,1,0,0,0,1,0,45.538432999999934,-73.54439700000002
341053,0,2162.9870765186593,2209,1,0,0,0,1,0,45.54550399999993,-73.54394800000001
335988,2,37151.02238444078,5780,1,0,0,0,1,0,45.69404499999993,-73.49599200000002
277023,2,2075.059710556241,811,1,0,0,0,1,0,45.529004999999934,-73.512961
25535,3,4458.289600062616,2114,1,0,0,0,1,0,45.52464099999993,-73.58643900000001
276616,1,1577.111243548127,622,1,0,0,0,1,0,45.553071999999936,-73.57556600000002
331941,2,20958.89206457462,3128,1,0,0,0,1,0,45.605401999999934,-73.623614
1216,0,197.75741408467158,361,1,0,0,0,1,0,45.55865199999993,-73.571999
286763,0,98.0574674704504,176,1,0,0,0,1,0,45.50001299999993,-73.57291199999997
292050,3,3256.601677399334,1224,1,0,0,0,1,0,45.52584799999993,-73.59893099999998
306166,2,6455.2876915545385,2292,1,0,0,0,1,0,45.509985999999934,-73.61173800000002
42211,0,255.2613857897907,1142,1,0,0,0,1,0,45.497832999999936,-73.619875
248805,0,760.1271304774942,599,1,0,0,0,1,0,45.54830999999992,-73.56907200000002
475300,6,1603.3877707029346,3027,1,0,0,0,1,0,45.50673899999993,-73.56656
396581,6,2803.4134692166917,1190,1,0,0,0,1,0,45.52393499999993,-73.582813
19736,3,8499.076427343767,1761,1,0,0,0,1,0,45.55161099999993,-73.56215900000002
366578,2,5256.837162845497,2014,1,0,0,0,1,0,45.47315499999992,-73.619049
327254,2,3194.268956702714,1294,1,0,0,0,1,0,45.613435999999936,-73.554466
342690,3,5507.880065236871,2322,1,0,0,0,1,0,45.540126999999934,-73.60916999999998
333931,1,8300.151588222221,2091,1,0,0,0,1,0,45.48427199999993,-73.62853199999998
180907,0,93.26468332990817,263,1,0,0,0,1,0,45.56384699999993,-73.65575500000001
414346,2,3734.085669289872,961,1,0,0,0,1,0,45.55790099999996,-73.54480400000003
207621,2,6959.058611519641,1080,1,0,0,0,1,0,45.579208999999935,-73.56159200000002
48616,3,1170.7743448652727,559,1,0,0,0,1,0,45.540838999999934,-73.59031200000003
245190,1,1059.9169438691001,897,1,0,0,0,1,0,45.507289999999934,-73.615251
204596,1,11525.162854940338,2499,1,0,0,0,1,0,45.51575299999993,-73.561771
183791,3,651.6539631356934,384,1,0,0,0,1,0,45.52179399999992,-73.57816700000002
345823,2,34067.26372062857,2890,1,0,0,0,1,0,45.55281599999992,-73.193076
187466,3,1351.7271577778085,812,1,0,0,0,1,0,45.47391899999993,-73.591274
302716,0,79.2476351923263,301,1,0,0,0,1,0,45.43796099999992,-73.586687
267203,2,4561.477115945016,901,1,0,0,0,1,0,45.50971399999993,-73.734769
181813,0,597.4629889114859,706,1,0,0,0,1,0,45.5019599999999,-73.57100600000003
123082,6,1860.5473958646608,466,1,0,0,0,1,0,45.527014999999935,-73.564167
443646,3,4855.935207005095,1212,1,0,0,0,1,0,45.533377999999935,-73.652958
43100,3,28357.75587542268,5917,1,0,0,0,0,1,45.48267999999993,-73.59434699999998
204657,1,3086.0267188544067,2020,1,0,0,0,1,0,45.497832999999936,-73.619875
259816,2,9511.957102275272,1653,1,0,0,0,1,0,45.523665999999935,-73.551405
97012,1,55.11682458040744,1425,1,0,0,0,1,0,45.471488999999934,-73.46795999999998
263206,0,222.8110362356908,482,1,0,0,0,1,0,45.49621699999993,-73.555667
280185,0,573.4486818643837,530,1,0,0,0,1,0,45.513743999999924,-73.560497
444232,3,10440.177130369464,2784,1,0,0,0,1,0,45.54623799999993,-73.696427
385732,6,883.9350395037668,1421,1,0,0,0,1,0,45.512197999999934,-73.56002899999999
362664,1,250.10502054389923,257,1,0,0,0,1,0,45.513743999999924,-73.560497
235228,0,1679.9483657112437,2057,1,0,0,0,1,0,45.521489999999936,-73.54992800000002
440638,6,7457.171252350625,1869,1,0,0,0,1,0,45.55139299999993,-73.54482700000001
416739,1,2100.074437559208,1777,1,0,0,0,1,0,45.46601299999993,-73.55235700000001
114346,1,5000.998798107825,1056,1,0,0,0,1,0,45.53331299999992,-73.615422
97454,3,451.31832005190523,345,1,0,0,0,1,0,45.508372999999935,-73.568729
4379,1,2251.417583962118,1731,1,0,0,0,1,0,45.467827999999905,-73.54280000000001
330414,2,7049.613488724315,1869,1,0,0,0,1,0,45.56332399999993,-73.66200500000002
162623,1,4494.090861942513,2754,1,0,0,0,1,0,45.52648199999992,-73.60296399999999
196570,4,1317.2835065044994,275,1,0,0,0,1,0,45.48178799999993,-73.56048700000002
85601,6,19763.09203099765,2007,1,0,0,0,1,0,45.488118999999934,-73.57689099999997
228330,0,219.19876437634014,481,1,0,0,0,1,0,45.68474899999993,-73.733772
355743,0,1203.8381667636024,1665,1,0,0,0,1,0,45.548647999999936,-73.574537
232238,1,2680.207364753661,2027,1,0,0,0,1,0,45.507224999999934,-73.566117
391469,2,5848.099282877609,995,1,0,0,0,1,0,45.55973499999993,-73.63358500000002
144810,1,10584.76750046179,1789,1,0,0,0,1,0,45.51446799999992,-73.56123000000002
5709,0,1114.8943066455363,4178,1,0,0,0,0,1,45.543103999999936,-73.541399
4285,6,254.307576321176,305,1,0,0,0,1,0,45.54428999999993,-73.552993
276631,3,4145.8223592215145,1437,1,0,0,0,1,0,45.508031999999936,-73.553117
362057,3,854.8698204031157,320,1,0,0,0,1,0,45.52567699999993,-73.68883199999998
18854,3,3692.1924101654054,595,1,0,0,0,1,0,45.44994099999993,-73.568339
276061,3,692.6802663490947,612,1,0,0,0,1,0,45.530371999999936,-73.58656299999998
246737,3,471.97702591063035,165,1,0,0,0,1,0,45.52463499999993,-73.57231400000002
245703,2,25674.269083310162,1974,1,0,0,0,0,1,45.47686599999992,-73.40262
392148,1,8096.404844165086,2910,1,0,0,0,0,1,45.54073099999992,-73.705022
150729,0,630.0195740168011,863,1,0,0,0,1,0,45.556603999999936,-73.530234
5152,6,5183.904163121918,810,1,0,0,0,1,0,45.519594999999924,-73.586834
280567,2,5405.703444693153,733,1,0,0,0,1,0,45.49429099999993,-73.619699
61409,3,3101.5406795112126,1914,1,0,0,0,0,1,45.52153199999995,-73.56213000000002
402848,2,4948.635921459124,1012,1,0,0,0,0,1,45.49000599999992,-73.58577599999998
282537,2,732.1438483580127,227,1,0,0,0,1,0,45.479905999999936,-73.60789700000002
328719,2,4044.212510343497,556,1,0,0,0,0,1,45.47947499999993,-73.6129
219022,3,1853.679359873821,576,1,0,0,0,0,1,45.53438899999993,-73.612351
334948,1,6099.339850249052,1041,1,0,0,0,0,1,45.51445899999993,-73.56121
5391,2,1243.4484580535725,320,1,0,0,0,0,1,45.58111499999993,-73.64104800000001
184377,3,317.123376004126,594,1,0,0,0,0,1,45.523639999999936,-73.690166
103293,3,8072.471164289574,2185,1,0,0,0,0,1,45.48622099999994,-73.561666
462348,2,21813.376294768663,1905,1,0,0,0,0,1,45.619768999999934,-73.74462300000002
165176,2,4323.786916297207,1066,1,0,0,0,0,1,45.53951199999993,-73.581749
336461,2,10735.04772683824,3194,1,0,0,0,0,1,45.49442099999993,-73.57854400000002
407646,1,700.7217531261692,293,1,0,0,0,0,1,45.519851999999936,-73.56852200000002
144696,2,21480.854945948653,1705,1,0,0,0,0,1,45.45936699999992,-73.46500200000001
378031,1,2465.517085706903,1028,1,0,0,0,0,1,45.526552999999936,-73.558809
330887,3,1374.3133650676405,653,1,0,0,0,0,1,45.52584799999993,-73.59893099999998
7683,0,408.6521902516262,448,1,0,0,0,0,1,45.54650199999993,-73.58625
9972,0,650.355439141917,693,1,0,0,0,0,1,45.54369099999993,-73.54103300000001
279083,2,8390.242909259792,1483,1,0,0,0,0,1,45.491133999999924,-73.648803
351835,3,7287.223862508213,1582,1,0,0,0,0,1,45.54258699999993,-73.62918299999998
428579,2,1776.5142795811364,1075,1,0,0,0,0,1,45.51998599999993,-73.46372100000002
355129,1,1436.3129886842576,1214,1,0,0,0,0,1,45.52525199999993,-73.55130100000002
356275,3,1542.8289116432056,538,1,0,0,0,0,1,45.539366999999935,-73.605005
92307,2,1407.0837851295114,765,1,0,0,0,0,1,45.54269899999992,-73.550392
432871,1,2524.6949531780365,2458,1,0,0,0,0,1,45.51427599999993,-73.56079100000002
1351,2,29153.5733310743,3869,1,0,0,0,0,1,45.72773799999993,-73.508101
449397,0,1780.7401721439014,1397,1,0,0,0,0,1,45.50987699999993,-73.56381
240097,0,440.1019995694725,490,1,0,0,0,0,1,45.53613299999992,-73.60307300000002
102601,2,26506.876957401,1703,1,0,0,0,0,1,45.552441999999935,-73.79612000000002
234500,2,6377.953566795429,1409,1,0,0,0,0,1,45.509411999999934,-73.56630600000003
403551,3,7444.6543205386815,2236,1,0,0,0,0,1,45.49876699999993,-73.57958399999998
287589,2,5168.553038114512,2268,1,0,0,0,0,1,45.535052999999934,-73.64637499999998
8045,0,323.13072100717574,330,1,0,0,0,0,1,45.49743199999993,-73.5568
382061,2,18698.769572915247,2355,1,0,0,0,0,1,45.46490699999993,-73.626757
344183,3,1286.986156938126,1368,1,0,0,0,0,1,45.48684999999993,-73.55231500000002
317101,3,104.9881519633078,243,1,0,0,0,0,1,45.50160099999993,-73.57401099999998
281890,3,3261.170364840493,917,1,0,0,0,0,1,45.529558999999935,-73.567399
389397,3,1051.354148932846,382,1,0,0,0,0,1,45.47418399999993,-73.583862
373723,3,3374.910675882655,992,1,0,0,0,0,1,45.524307999999934,-73.56043199999998
360847,1,916.1505477490172,774,1,0,0,0,0,1,45.593488999999934,-73.62738299999998
203491,3,2994.796284367748,933,1,0,0,0,0,1,45.523474999999934,-73.58012999999998
395246,2,13708.869497815389,1097,1,0,0,0,0,1,45.544246999999906,-73.58098199999998
18435,0,588.1352091393495,583,1,0,0,0,0,1,45.52114799999993,-73.60779599999998
277039,2,9918.709433999304,3654,1,0,0,0,0,1,45.60787999999993,-73.58929700000003
262514,2,4289.950334780539,1058,1,0,0,0,0,1,45.53518899999993,-73.61739100000001
423104,3,1665.6675703912115,617,1,0,0,0,0,1,45.54747599999993,-73.67249100000002
68045,3,9945.967195398976,10176,1,0,0,0,0,1,45.53245699999993,-73.58483100000002
190316,2,7779.364225045912,965,1,0,0,0,0,1,45.54920499999994,-73.63539300000002
69251,6,4043.018737511487,1098,1,0,0,0,0,1,45.54131099999992,-73.551211
168927,3,563.5885829502271,547,1,0,0,0,0,1,45.452103999999906,-73.57672
179900,6,4767.963762004174,943,1,0,0,0,0,1,45.52422699999993,-73.552777
118846,2,1538.6125934752345,365,1,0,0,0,0,1,45.523746999999936,-73.48522999999999
150341,0,1089.1955897061564,1541,1,0,0,0,0,1,45.51383699999993,-73.555378
413354,3,1328.9480617027448,562,1,0,0,0,0,1,45.53978099999996,-73.63447600000002
11461,0,834.3987854040681,798,1,0,0,0,0,1,45.50775499999993,-73.56266299999999
70943,2,15840.139103594578,1593,1,0,0,0,0,1,45.52877499999993,-73.668773
119470,3,1337.3020182079294,323,1,0,0,0,0,1,45.519079999999924,-73.58404200000003
85940,1,368.175040299304,240,1,0,0,0,0,1,45.50023299999992,-73.575462
43785,2,4116.688598215304,484,1,0,0,0,0,1,45.35883299999993,-73.718076
308843,3,2772.1106357278168,827,1,0,0,0,0,1,45.50994199999993,-73.56375600000001
84919,2,10215.62188418621,701,1,0,0,0,0,1,45.536476999999934,-73.86880999999998
226067,2,4355.655566337253,665,1,0,0,0,0,1,45.62785799999993,-73.86189100000003
450113,2,7777.586085565688,884,1,0,0,0,0,1,45.541584999999934,-73.66346900000002
403456,0,94.4181097020668,182,1,0,0,0,0,1,45.52584799999993,-73.59893099999998
359343,0,1112.1399501994554,537,1,0,0,0,0,1,45.45124699999993,-73.59326899999998
460561,2,2117.1566974134507,595,1,0,0,0,0,1,45.52914599999993,-73.615707
60776,2,7830.947239629433,1132,1,0,0,0,0,1,45.57790799999993,-73.549823
297135,2,2804.876345256996,486,1,0,0,0,0,1,45.669645999999936,-73.50633600000002
70287,2,3656.8687107285627,339,1,0,0,0,0,1,45.45309099999994,-73.57223199999999
6336,2,14364.257465894705,1138,1,0,0,0,0,1,45.526112999999924,-73.28791700000002
268115,0,68.93031423151042,225,1,0,0,0,0,1,45.54586999999994,-73.57623100000002
85092,2,7305.017392391738,1817,1,0,0,0,0,1,45.50840799999993,-73.56185999999998
93247,2,2822.752396915473,572,1,0,0,0,0,1,45.547170999999935,-73.58836099999998
241158,2,831.4675486983556,229,1,0,0,0,0,1,45.42171999999992,-73.645539
136609,1,3900.7705529757395,1789,1,0,0,0,0,1,45.519731999999934,-73.576835
393709,2,5736.064164957739,553,1,0,0,0,0,1,45.49207499999991,-73.56094
407059,3,142.26897374809081,154,1,0,0,0,0,1,45.532946999999936,-73.58425200000002
42606,2,11421.880733680779,1768,1,0,0,0,0,1,45.553136999999936,-73.580481
287084,3,87.97302890844423,151,1,0,0,0,0,1,45.51899899999993,-73.58737899999998
194699,1,310.2288637253733,379,1,0,0,0,0,1,45.509609999999924,-73.61315099999999
267419,2,4076.889005456594,428,1,0,0,0,0,1,45.57604499999994,-73.654866
42476,2,3375.302784087465,405,1,0,0,0,0,1,45.58439799999992,-73.60504499999998
107500,2,1717.26096798198,287,1,0,0,0,0,1,45.37633499999993,-73.588226
245093,2,2729.9517760286635,867,1,0,0,0,0,1,45.54696699999993,-73.58211700000003
22062,0,148.2017812602281,104,1,0,0,0,0,1,45.608370999999934,-73.528033
115234,3,439.55942665874534,357,1,0,0,0,0,1,45.51642099999993,-73.57988600000002
105433,3,6339.172873567894,1786,1,0,0,0,0,1,45.473128999999936,-73.58486599999998
129877,1,6162.959616185083,1059,1,0,0,0,0,1,45.55975199999993,-73.547627
91663,3,713.576697780862,263,1,0,0,0,0,1,45.52584799999993,-73.59893099999998
271702,2,1176.3855648446813,292,1,0,0,0,0,1,45.535431999999936,-73.60372000000002
184475,6,305.6541523940429,215,1,0,0,0,0,1,45.55367099999992,-73.668971
135339,3,54.276950513576594,78,1,0,0,0,0,1,45.537641999999934,-73.549486
272694,1,10466.999818916394,8818,1,1,0,0,0,0,45.76800999999993,-74.001162
117804,0,6517.679058961875,3374,1,1,0,0,0,0,45.480972999999935,-73.62834000000002
301383,1,9418.904604998459,1704,1,0,1,0,0,0,45.503067999999935,-73.618076
6545,6,8868.346198319892,3246,1,0,1,0,0,0,45.544462999999936,-73.693208
61929,6,5220.841797462533,2670,1,0,1,0,0,0,45.57269799999993,-73.55755299999998
428305,2,9718.979591504483,1719,1,0,1,0,0,0,45.60090899999992,-73.710705
203914,2,43857.466595213686,3717,1,0,1,0,0,0,45.57333099999993,-73.91381700000002
120631,2,17651.314864842527,1004,1,0,1,0,0,0,45.65650799999993,-73.521242
162002,0,1408.7204770561684,1457,1,0,1,0,0,0,45.54452699999993,-73.620715
156270,2,20693.604634774936,3680,1,0,1,0,0,0,45.51780499999993,-73.61333800000001
10834,2,2557.5650132242317,663,1,0,1,0,0,0,45.558593999999935,-73.531091
143334,1,7650.865560592173,3338,1,0,1,0,0,0,45.535781999999934,-73.496774
340442,1,8229.733733461491,3334,1,0,1,0,0,0,45.50822599999994,-73.580129
106460,2,8008.486398984403,1741,1,0,1,0,0,0,45.455655999999934,-73.58023399999998
399356,2,14828.994694683419,2616,1,0,1,0,0,0,45.51786799999992,-73.60939500000002
399511,2,33295.615431184735,1790,1,0,1,0,0,0,45.626010999999934,-73.84605799999999
107297,2,3210.7864968447784,688,1,0,1,0,0,0,45.41415799999994,-73.491111
80251,2,1660.530170230766,671,1,0,1,0,0,0,45.49648099999993,-73.83925399999998
171619,2,5332.591609130509,725,1,0,1,0,0,0,45.60406599999993,-73.520746
45529,1,11323.337034935315,3670,1,0,1,0,0,0,45.496634999999934,-73.57239799999998
383412,3,7423.534984247579,811,1,0,1,0,0,0,45.513463999999935,-73.56605400000002
99843,2,421.45605170984396,290,1,0,1,0,0,0,45.53468799999993,-73.551415
243920,0,863.0236669549279,865,1,0,1,0,0,0,45.53106399999992,-73.55952999999998
238965,6,4416.387994864491,1578,1,0,1,0,0,0,45.55124999999993,-73.553225
365837,1,5035.1611117689035,825,1,0,1,0,0,0,45.515422999999934,-73.56092099999998
468820,1,14558.2431977633,4215,1,0,1,0,0,0,45.45966699999993,-73.63693599999998
290891,2,14217.148066605198,2030,1,0,1,0,0,0,45.45117699999993,-73.59324299999999
358460,1,108.52464919827308,390,1,0,1,0,0,0,45.50375099999993,-73.57468800000002
35900,6,2006.7100280492587,1078,1,0,1,0,0,0,45.55367099999992,-73.668971
64291,1,256.57459168749597,289,1,0,1,0,0,0,45.50404399999992,-73.571608
388648,0,1176.2546566666867,1637,1,0,1,0,0,0,45.52480199999993,-73.55035600000002
76074,3,1010.7970012988162,278,1,0,1,0,0,0,45.526825999999936,-73.62435500000002
129137,2,6719.67191826585,1967,1,0,1,0,0,0,45.47667899999993,-73.578965
338153,1,1776.6991577244748,1482,1,0,1,0,0,0,45.54794899999993,-73.60704900000002
56766,1,1753.547958004414,1686,1,0,1,0,0,0,45.465676999999936,-73.82721300000001
207050,3,5310.05610370993,1298,1,0,1,0,0,0,45.516300999999935,-73.583373
239268,3,3892.463580791111,1284,1,0,1,0,0,0,45.51218599999995,-73.56181800000002
