id_trip,long,lat
150744,-73.545318,45.55066099999993
35763,-73.47267300000003,45.40898199999993
323826,-73.720401,45.61003699999994
375668,-73.545622,45.57874799999993
212877,-73.31877600000001,45.63243499999994
14699,-73.566665,45.49897099999993
443357,-73.570567,45.506419999999935
256254,-73.556571,45.49448599999994
142829,-73.57163000000003,45.50402099999992
256147,-73.57616900000001,45.56659099999993
276155,-73.563411,45.55038699999993
161711,-73.62325900000002,45.47508799999992
257884,-73.558836,45.55091699999993
327454,-73.62944600000002,45.51811999999993
74364,-73.636466,45.51724799999994
260567,-73.577875,45.53858799999992
410129,-73.201936,45.53707199999993
205651,-73.60392299999998,45.47439899999993
17021,-73.61315099999999,45.509609999999924
300397,-73.722365,45.558448999999925
62976,-73.50236100000001,45.65143999999994
285282,-73.6132,45.540703999999934
107439,-73.619875,45.497832999999936
209312,-73.75161400000002,45.56326499999992
27836,-73.806129,45.48416799999993
424306,-73.558086,45.516369999999924
144654,-73.583862,45.47418399999994
34452,-73.563998,45.51061199999992
2991,-73.56181800000002,45.51218599999995
314133,-73.51381299999998,45.65985799999993
36309,-73.607775,45.53629799999994
45863,-73.58566000000002,45.55577799999993
358700,-73.59239199999999,45.481895999999935
88682,-73.62003399999999,45.540359999999936
446594,-73.74753,45.45473799999993
464374,-73.54989199999999,45.53704899999993
101335,-73.61315099999999,45.509609999999924
369013,-73.582459,45.47349899999992
364569,-73.545318,45.55066099999993
385142,-73.57257600000003,45.50302299999993
191958,-73.62254100000003,45.44300099999993
345133,-73.840337,45.496263999999925
452030,-73.752034,45.56664899999994
471418,-73.619875,45.497832999999936
60433,-73.579853,45.49518199999993
5148,-73.63003899999998,45.43246199999994
266233,-73.81983300000002,45.50680099999994
340873,-73.569836,45.534820999999944
80704,-73.501419,45.541753999999926
184277,-73.469778,45.521321999999934
317018,-73.579453,45.49579599999992
462367,-73.52601100000001,45.60333499999993
289934,-73.584711,45.52489699999993
321959,-73.466781,45.51989699999993
168664,-73.712867,45.55537899999993
12346,-73.54347900000002,45.539861999999935
178341,-73.642673,45.56353599999995
346920,-73.60704900000002,45.547948999999925
217594,-73.631216,45.53898099999993
161306,-73.721264,45.56239499999994
428276,-73.56365599999998,45.52882699999991
226573,-73.561677,45.50886899999993
221659,-73.469131,45.53694999999992
58860,-73.571006,45.50195999999991
400838,-73.58355,45.490139999999926
244345,-73.510662,45.652699999999946
403884,-73.609387,45.514570999999926
328899,-73.616944,45.53161099999992
49949,-73.552878,45.49872499999993
113016,-73.580494,45.49463799999993
237030,-73.57179,45.518882999999924
476878,-73.552878,45.49872499999993
464734,-73.620179,45.49540199999992
141302,-73.57885600000003,45.51598099999994
295081,-73.553252,45.520994999999935
435101,-73.580982,45.54424699999991
17707,-73.575567,45.54697599999992
257878,-73.54071700000001,45.551107999999935
143044,-73.57315500000001,45.550992999999934
101976,-73.57950400000001,45.498838999999926
263135,-73.624602,45.53020799999994
297768,-73.75541400000003,45.57358899999995
456978,-73.61689400000003,45.53976299999992
331053,-73.566163,45.50717199999993
29051,-73.580129,45.50822599999994
239722,-73.57116,45.494726999999905
321776,-73.576792,45.48194499999992
33009,-73.55812899999998,45.518578999999946
146804,-73.56489,45.50865099999992
38549,-73.67688699999998,45.546608999999926
339072,-73.680672,45.56167599999994
193932,-73.55332700000001,45.50915499999993
122736,-73.65619600000001,45.49879899999993
113162,-73.435774,45.58970599999992
148017,-73.56130500000002,45.51278799999994
82708,-73.56421700000001,45.50222999999994
167198,-73.623375,45.496813999999944
243250,-73.56894599999998,45.507141999999924
3918,-73.461607,45.505326999999916
212415,-73.578965,45.47667899999993
369610,-73.562793,45.50198999999992
137602,-73.551405,45.52366599999993
115082,-73.57222500000002,45.50072799999993
342147,-73.55854399999998,45.518128999999924
135816,-73.581692,45.51801499999993
253302,-73.63535300000001,45.57782299999993
14046,-73.545318,45.55066099999993
384269,-73.568729,45.50837299999993
303197,-73.56536500000001,45.496179999999924
245349,-73.56980100000001,45.50317799999991
152389,-73.56487600000003,45.50866699999994
188469,-73.642175,45.541229999999935
179475,-73.57627899999997,45.49660099999993
5563,-73.620441,45.53574799999994
33446,-73.5781,45.49740199999993
28644,-73.65615,45.563185999999945
428143,-73.996209,45.76110599999995
98196,-73.56891600000002,45.53540799999991
181608,-73.615764,45.53522299999992
242841,-73.555604,45.519069999999914
71493,-73.613304,45.47631699999993
133991,-73.54439700000002,45.53843299999992
341053,-73.54394800000001,45.54550399999994
335988,-73.49599200000002,45.694044999999925
277023,-73.512961,45.529004999999934
25535,-73.58643900000001,45.52464099999993
