id_trip,Leisure_opened,Food_opened,Shopping_opened,Education_opened,Health_opened
9425,0.0,0.0,0.0,0.0,0.0
9456,0.0,0.0,1.0,0.0,0.0
9724,0.0,0.0,0.0,0.0,0.0
9756,0.0,0.0,0.0,0.0,0.0
10114,0.0,0.0,0.0,0.0,0.0
10120,0.0,0.0,0.0,0.0,0.0
10243,0.0,1.0,0.0,0.0,0.0
10364,0.0,1.0,0.0,0.0,0.0
10391,0.0,0.0,0.0,0.0,0.0
10433,0.0,0.0,0.0,0.0,1.0
10569,0.0,0.0,0.0,0.0,0.0
10657,0.0,0.5,0.0,0.0,0.0
10733,0.5,0.0,0.0,0.0,0.0
10780,0.0,0.3333333333333333,0.0,0.0,0.0
10853,0.0,0.0,0.0,0.0,0.5
10868,0.0,0.0,0.0,0.0,0.0
10892,0.0,0.0,0.0,0.0,0.0
10986,0.0,0.0,0.0,0.0,0.0
11029,0.11764705882352941,0.29411764705882354,0.0,0.0,0.0
11398,0.0,1.0,0.0,0.0,0.0
11413,0.0,1.0,0.0,0.0,0.0
11522,0.0,0.0,0.0,0.0,0.0
11533,0.0,0.1,0.0,0.0,0.0
11550,0.0,1.0,0.0,0.0,0.0
11659,0.0,1.0,0.0,0.0,0.0
11751,0.0,0.0,0.0,0.0,0.0
11764,0.0,0.0,0.0,0.0,0.0
11770,0.0,1.0,0.0,0.0,0.0
11781,0.0,0.0,0.0,0.0,0.0
11807,0.0,0.0,0.0,0.0,0.0
11846,0.0,0.0,0.0,0.0,0.0
11861,0.0,0.3333333333333333,0.0,0.0,0.0
11877,0.0,0.0,0.0,0.0,0.0
11963,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0
12001,0.0,0.0,0.0,0.0,0.0
12183,0.0,1.0,0.0,0.0,0.0
12382,0.0,0.0,0.0,0.0,0.0
12454,0.0,0.0,0.0,0.0,0.0
12462,0.0,0.0,0.0,0.0,0.0
12482,0.0,0.0,0.0,0.0,0.0
12595,0.0,0.0,0.0,0.0,0.0
12681,0.0,0.0,0.0,0.0,0.0
12713,0.0,0.0,0.0,0.0,0.0
12753,0.0,0.0,0.0,0.0,0.3333333333333333
12893,0.0,0.0,0.0,0.0,0.0
12894,0.0,0.0,0.0,0.0,0.0
13062,0.0,0.3333333333333333,0.0,0.0,0.0
13303,0.0,0.5,0.0,0.0,0.0
13481,0.0,0.0,0.0,0.0,0.0
13824,0.0,0.0,0.0,0.0,0.0
13985,0.0,1.0,0.0,0.0,0.0
14175,0.0,1.0,0.0,0.0,0.0
14240,0.0,0.0,0.0,0.0,0.0
14387,0.0,0.0,0.0,0.0,0.0
14502,0.0,0.0,0.0,0.0,0.0
14516,0.0,0.0,0.0,0.0,0.0
14580,0.0,0.5,0.5,0.0,0.0
14769,0.0,0.0,0.0,0.0,0.5
14824,0.0,0.0,0.0,0.0,0.0
14906,0.0,0.0,0.0,0.0,0.0
14966,0.0,0.0,0.0,0.0,0.0
15184,0.0,1.0,0.0,0.0,0.0
15240,0.0,0.3333333333333333,0.0,0.0,0.0
15251,0.0,0.0,0.0,0.0,0.0
15298,0.14285714285714285,0.0,0.0,0.0,0.0
15415,0.0,0.14285714285714285,0.0,0.0,0.0
15459,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0
15461,0.6666666666666666,0.0,0.0,0.6666666666666666,0.0
15643,0.0,0.0,0.0,0.0,0.0
15656,0.0,0.0,0.0,0.0,0.0
15669,0.0,0.5,0.0,0.0,0.0
15687,0.0,0.07692307692307693,0.0,0.0,0.0
15707,0.0,0.3333333333333333,0.0,0.0,0.0
15729,0.0,0.5,0.0,0.0,0.0
15738,0.0,1.0,0.0,0.0,0.0
15772,1.0,0.0,0.0,1.0,0.0
15793,0.0,0.0,0.0,0.0,0.0
15805,1.0,0.0,0.0,0.0,0.0
15829,0.0,0.0,0.0,0.0,0.0
15915,0.0,0.0,0.0,0.0,0.0
16021,0.0,0.0,0.0,0.0,0.0
16125,0.0,1.0,0.0,0.0,0.0
16344,0.0,0.0,0.0,0.0,0.5
16431,0.0,1.0,0.0,0.0,0.0
16538,0.0,0.0,0.0,0.0,0.0
16702,0.0,0.0,0.0,0.0,0.0
16729,0.0,0.0,0.0,0.0,0.0
16829,0.0,0.0,0.0,0.0,0.0
16887,0.0,0.0,0.0,0.0,0.2
16969,0.0,1.0,0.0,0.0,0.0
17077,0.0,0.0,0.0,0.0,0.0
17207,0.0,0.0,0.0,0.0,0.0
17314,0.0,0.6666666666666666,0.0,0.0,0.0
17432,0.0,1.0,0.0,0.0,0.0
17669,0.0,0.0,0.0,0.0,0.0
17707,0.0,0.5,0.0,0.0,0.0
17740,0.0,0.0,0.0,0.0,0.0
17808,0.0,0.0,0.0,0.0,0.0
17870,0.0,0.75,0.0,0.0,0.0
18129,0.0,0.5,0.0,0.0,0.0
18156,0.0,1.0,0.0,0.0,0.0
18180,0.0,0.0,0.0,0.0,0.0
18190,0.0,0.0,0.0,0.0,0.0
18214,0.5,0.0,0.0,0.0,0.0
18336,0.0,1.0,0.0,0.0,0.0
18396,0.0,0.0,0.0,0.0,0.0
18486,1.0,0.0,0.0,1.0,0.0
18511,0.0,0.0,0.0,0.0,0.0
18544,0.0,0.0,0.0,0.0,0.0
18561,0.0,1.0,0.0,0.0,0.0
18603,0.0,0.0,0.0,0.0,0.0
18686,0.0,0.25,0.0,0.0,0.0
18714,0.0,0.1,0.0,0.0,0.0
18775,0.0,0.0,0.0,0.0,0.0
18782,0.0,0.0,0.0,0.0,0.0
18784,0.0,0.0,0.0,0.0,0.0
18803,0.0,0.0,0.0,0.0,0.0
18926,0.0,0.0,0.0,0.0,0.0
18951,0.25,0.25,0.0,0.0,0.0
18953,0.0,1.0,0.0,0.0,0.0
19065,0.0,0.0,1.0,0.0,0.0
19114,0.0,0.0,0.0,0.0,0.0
19165,0.0,0.5,0.0,0.0,0.0
19202,0.0,1.0,0.0,0.0,0.0
19214,0.0,0.0,0.0,0.0,0.0
19222,0.0,0.0,0.0,0.0,0.0
19588,0.0,0.2,0.0,0.0,0.0
19772,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
19814,0.0,0.0,0.0,0.0,0.0
19856,0.0,0.0,0.0,0.0,0.0
19913,0.0,0.0,0.0,0.0,0.0
19932,0.0,0.0,0.0,0.0,0.0
20052,0.0,0.0,0.0,0.0,0.0
20070,0.0,0.0,0.0,0.0,0.0
20099,0.0,0.0,0.6666666666666666,0.0,0.0
20163,0.0,0.0,0.0,0.0,0.0
20239,1.0,0.0,0.0,0.0,0.0
20260,0.0,1.0,0.0,0.0,0.0
20265,0.0,0.3333333333333333,0.0,0.0,0.0
20504,0.0,0.0,0.0,0.0,0.0
20549,0.0,0.0,0.0,0.0,0.0
20679,0.0,0.0,0.0,0.0,0.0
20793,0.0,0.1111111111111111,0.0,0.0,0.0
20905,0.0,0.0,0.0,0.0,0.0
20955,0.0,1.0,0.0,0.0,0.0
21006,0.0,0.0,0.0,0.0,0.0
21305,0.0,1.0,0.0,0.0,0.0
21315,0.0,0.0,0.0,0.0,0.0
21386,0.0,0.0,0.0,0.0,0.0
21513,0.0,1.0,0.0,0.0,0.0
21595,0.0,0.5,0.0,0.0,0.0
21642,0.14285714285714285,0.42857142857142855,0.0,0.0,0.0
21682,0.0,0.0,0.0,0.0,0.0
21716,0.0,0.3333333333333333,0.0,0.0,0.0
21833,0.0,1.0,0.0,0.0,0.0
21835,0.0,0.0,0.0,0.0,0.0
21889,0.0,1.0,0.0,0.0,0.0
21952,0.0,0.0,0.0,0.0,0.3333333333333333
22160,0.0,0.2,0.0,0.0,0.0
22161,0.0,0.0,0.0,0.0,0.0
22228,0.0,0.0,0.0,0.0,0.0
22276,0.0,1.0,0.0,0.0,0.0
22311,1.0,1.0,0.0,0.0,0.0
22443,0.0,1.0,0.0,0.0,0.0
22572,1.0,0.0,0.0,0.0,0.0
22716,0.0,1.0,0.0,0.0,0.0
22774,0.0,0.0,0.0,0.0,0.0
22811,0.0,0.0,0.0,0.0,0.0
22812,0.0,0.0,0.0,0.0,0.0
23058,0.0,0.0,0.0,0.0,0.0
23130,0.0,0.0,0.0,0.0,0.16666666666666666
23188,0.0,0.0,0.0,0.0,0.0
23234,0.0,0.25,0.0,0.0,0.0
23284,0.0,0.0,0.0,0.0,0.0
23316,0.0,0.5,0.0,0.0,0.0
23346,0.0,0.0,0.0,0.0,0.0
23469,0.0,0.0,0.5,0.0,0.0
23841,0.0,0.5,0.0,0.0,0.0
23873,0.0,0.0,0.0,0.0,0.5
23948,0.0,0.2,0.0,0.0,0.0
24036,0.0,0.0,0.0,0.0,0.0
24076,0.0,0.5,0.0,0.0,0.0
24078,0.0,0.0,0.0,0.0,0.0
24153,0.0,1.0,0.0,0.0,0.0
24268,0.0,1.0,0.0,0.0,0.0
24344,0.0,0.0,0.0,0.0,0.0
24463,0.0,0.0,0.0,0.0,0.0
24573,0.0,0.3333333333333333,0.0,0.0,0.0
24596,0.0,0.3333333333333333,0.0,0.0,0.0
24686,0.0,0.0,0.0,0.0,0.0
24687,0.0,1.0,0.0,0.0,0.0
24721,0.0,0.0,0.0,0.0,0.0
24725,0.0,0.5,0.0,0.0,0.0
24791,0.0,0.0,0.0,0.0,0.0
24863,0.0,0.0,0.0,0.0,0.0
25153,0.0,0.0,0.0,0.0,0.0
25186,0.0,0.0,0.0,0.0,0.0
25266,0.0,0.0,0.0,0.0,0.0
25309,0.5,0.0,0.0,0.0,0.0
25509,0.0,0.5,0.0,0.0,0.0
25573,0.0,1.0,0.0,0.0,0.0
25617,0.0,0.0,0.0,0.0,0.0
25639,0.0,0.0,0.0,0.0,0.0
25763,0.0,0.0,0.0,0.0,0.0
25795,0.0,0.0,0.0,0.0,0.0
25839,0.2857142857142857,0.42857142857142855,0.2857142857142857,0.2857142857142857,0.0
25931,0.0,0.0,0.0,0.0,1.0
25956,1.0,0.0,0.0,1.0,0.0
26042,0.0,0.0,0.0,0.0,0.0
26087,0.0,0.0,0.0,0.0,0.0
26126,0.11764705882352941,0.29411764705882354,0.0,0.0,0.0
26282,0.2857142857142857,0.42857142857142855,0.2857142857142857,0.2857142857142857,0.0
26320,0.0,0.5,0.0,0.0,0.0
26337,0.0,1.0,0.0,0.0,0.0
26393,0.0,0.0,0.0,0.0,0.0
26420,0.0,0.0,0.0,0.0,0.0
26527,0.0,0.0,0.0,0.0,0.0
26569,0.0,0.0,0.0,0.0,0.0
26584,0.0,0.16666666666666666,0.0,0.0,0.0
26610,0.0,0.0,0.0,0.0,0.0
26720,0.0,1.0,0.0,0.0,0.0
26859,0.0,0.0,0.0,0.0,0.0
26874,0.0,0.0,0.0,0.0,0.0
27002,0.0,1.0,0.0,0.0,0.0
27095,0.0,0.0,0.0,0.0,0.0
27177,0.0,1.0,0.0,0.0,0.0
27244,0.0,0.0,0.0,0.0,0.0
27367,0.0,0.0,0.0,0.0,0.5
27487,0.0,0.5,0.0,0.0,0.0
27670,0.0,0.0,0.0,0.0,0.0
27765,0.0,0.0,0.0,0.0,0.0
27852,0.0,0.11764705882352941,0.0,0.058823529411764705,0.058823529411764705
28129,0.0,0.08333333333333333,0.0,0.0,0.0
28204,0.0,0.0,0.0,0.0,0.0
28252,0.0,0.0,0.0,0.0,0.0
28272,0.0,0.0,0.0,0.0,0.0
28282,0.0,0.0,0.0,0.0,0.0
28338,0.0,0.0,0.0,0.0,0.0
28421,0.0,0.6666666666666666,0.0,0.0,0.0
28437,1.0,0.0,0.0,1.0,0.0
28632,0.0,0.0,0.0,0.0,0.0
28712,0.0,0.0,0.0,0.0,0.0
28916,0.0,0.0,0.0,0.0,0.0
28995,0.0,0.25,0.5,0.0,0.0
29018,0.0,0.07692307692307693,0.0,0.0,0.0
29071,0.0,0.0,0.0,0.0,0.0
29161,0.0,1.0,0.0,0.0,0.0
29278,0.0,0.3333333333333333,0.0,0.0,0.0
29324,0.0,0.5,0.0,0.0,0.0
29336,0.0,0.5,0.0,0.0,0.0
29394,0.0,0.0,0.0,0.0,0.0
29427,0.0,0.08333333333333333,0.0,0.0,0.0
29514,0.0,0.3333333333333333,0.0,0.0,0.0
29603,0.0,0.0,0.0,0.0,0.0
29621,0.0,0.0,0.0,0.0,0.0
29672,0.0,1.0,0.0,0.0,0.0
29683,0.0,0.1111111111111111,0.0,0.0,0.0
29738,0.0,0.16666666666666666,0.0,0.0,0.16666666666666666
29756,0.0,0.0,0.0,0.0,0.0
29843,0.3333333333333333,0.0,0.0,0.0,0.0
29854,0.0,0.0,0.0,0.0,0.0
29969,0.0,0.75,0.0,0.0,0.0
29982,0.0,0.0,0.0,0.0,0.0
30010,0.0,0.0,0.0,0.0,0.0
30020,0.0,0.0,0.0,0.0,0.0
30035,0.0,0.3333333333333333,0.0,0.0,0.0
30043,0.0,1.0,0.0,0.0,0.0
30122,0.0,0.0,0.0,0.0,0.0
30140,0.6666666666666666,0.0,0.0,0.6666666666666666,0.0
30143,0.0,0.0,0.0,0.0,0.0
30156,0.0,0.0,0.0,0.0,0.0
30171,0.0,0.0,0.0,0.0,0.0
30183,0.0,0.3333333333333333,0.0,0.0,0.0
30190,0.5,0.0,0.0,0.0,0.0
30195,0.0,0.0,0.0,0.0,0.0
30317,0.0,0.0,0.0,0.0,0.0
30427,0.0,0.15384615384615385,0.0,0.0,0.0
30539,0.0,0.0,0.0,0.0,0.0
30566,0.0,0.0,0.0,0.0,0.0
30585,0.0,1.0,0.0,0.0,0.0
30607,0.0,0.0,0.0,0.0,0.0
30624,0.0,0.3333333333333333,0.0,0.0,0.0
30675,0.0,1.0,0.0,0.0,0.0
30767,0.0,0.5,0.0,0.0,0.0
30784,0.0,0.0,0.0,0.0,0.0
30820,0.0,0.0,0.0,0.0,0.125
30844,0.0,0.16666666666666666,0.0,0.0,0.0
30964,0.0,0.0,0.0,0.0,0.5
30992,0.0,0.0,0.0,0.0,0.0
31043,0.0,0.0,0.0,0.0,0.0
31063,0.0,0.25,0.0,0.0,0.0
31223,0.0,0.5,0.0,0.0,0.0
31350,0.0,1.0,0.0,0.0,0.0
31422,0.5,0.5,0.0,0.0,0.0
31438,0.0,0.0,0.0,0.0,0.0
31485,0.0,0.5,0.0,0.0,0.0
31642,0.0,0.14285714285714285,0.0,0.0,0.0
31652,0.0,0.6666666666666666,0.0,0.0,0.0
31662,0.0,0.0,0.0,0.0,0.0
31756,0.0,0.0,0.0,0.0,0.0
31791,0.0,0.0,0.0,0.0,0.0
31803,0.058823529411764705,0.29411764705882354,0.0,0.0,0.0
31832,0.0,1.0,0.0,0.0,0.0
31951,1.0,0.0,0.0,1.0,0.0
32074,0.0,0.25,0.0,0.0,0.0
32189,0.0,0.0,0.0,0.0,0.0
32194,0.0,0.0,0.0,0.0,0.0
32229,0.0,0.0,0.0,0.0,0.0
32299,0.0,0.5,0.0,0.0,0.0
32340,0.0,0.3333333333333333,0.0,0.0,0.0
32379,0.0,0.0,0.0,0.0,0.0
32388,0.0,0.0,0.0,0.0,0.0
32400,0.0,0.5,0.0,0.0,0.0
32420,0.0,0.0,0.0,0.0,0.0
32536,0.0,0.0,0.0,0.0,0.0
32538,0.0,0.0,0.0,0.0,0.0
32552,0.0,0.0,0.0,0.0,0.0
32653,0.11764705882352941,0.29411764705882354,0.0,0.0,0.0
32661,0.0,0.0,0.0,0.0,1.0
32771,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0
32998,0.0,0.5,0.0,0.0,0.0
33056,0.0,0.0,0.0,0.0,0.0
33082,0.0,0.0,0.0,0.0,0.0
33089,0.0,0.0,0.0,0.0,0.0
33194,0.0,0.0,0.0,0.0,0.0
33343,0.0,0.16666666666666666,0.0,0.0,0.0
33403,0.0,1.0,0.0,0.0,0.0
33422,0.3333333333333333,1.0,0.0,0.0,0.0
33446,0.0,1.0,0.0,0.0,0.0
33518,1.0,0.0,0.0,1.0,0.0
33538,0.0,0.0,0.0,0.0,0.0
33569,0.0,0.16666666666666666,0.0,0.0,0.08333333333333333
33571,0.0,0.0,0.0,0.0,0.0
33649,0.0,0.0,0.0,0.0,0.0
33663,0.0,0.0,0.0,0.0,0.0
33697,1.0,0.0,0.0,1.0,0.0
33728,0.0,0.0,0.0,0.0,0.0
33853,0.0,0.5,0.0,0.0,0.0
33874,0.0,0.0,0.0,0.0,0.0
33956,0.0,0.0,0.0,0.0,0.0
34055,0.25,0.25,0.0,0.0,0.0
34104,0.0,0.5,0.0,0.0,0.0
34171,0.0,1.0,0.0,0.0,0.0
34188,0.0,0.0,0.0,0.0,1.0
34307,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0
34318,0.0,1.0,0.0,0.0,0.0
34365,0.0,0.0,0.0,0.0,0.0
34445,0.0,0.0,0.0,0.0,1.0
34452,0.0,1.0,0.0,0.0,0.0
34558,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
34628,0.0,0.0,1.0,0.0,0.0
34697,0.0,0.0,0.0,0.0,0.0
34846,0.0,0.0,0.0,0.0,0.0
34906,0.0,0.0,0.0,0.0,0.0
34973,0.0,1.0,0.0,0.0,0.0
35053,0.0,0.25,0.0,0.0,0.0
35169,0.0,0.0,0.0,0.0,0.0
35445,0.0,0.0,0.0,0.0,0.0
35450,0.0,0.5,0.0,0.0,0.0
35470,0.0,0.0,0.0,0.0,0.0
35505,0.0,0.5,0.0,0.0,0.0
35585,0.0,0.14285714285714285,0.0,0.0,0.0
35602,0.0,0.0,0.0,0.0,0.0
35670,0.0,0.25,0.0,0.0,0.0
35750,0.0,0.3333333333333333,0.0,0.0,0.0
35797,0.0,0.0,0.0,0.0,0.0
35810,0.0,0.0,0.0,0.0,0.0
36086,0.0,0.0,0.0,0.0,0.0
36096,0.0,0.1111111111111111,0.0,0.0,0.0
36145,0.0,0.0,0.0,0.0,0.0
36202,0.0,0.0,0.0,0.0,0.0
36248,0.5,0.0,0.0,0.0,0.0
36277,0.0,1.0,0.0,0.0,0.0
36309,0.0,0.0,0.0,0.0,0.0
36320,0.0,0.3333333333333333,0.0,0.0,0.0
36479,0.0,1.0,0.0,0.0,0.0
36509,1.0,0.0,0.0,1.0,0.0
36631,0.0,1.0,0.0,0.0,0.0
36688,0.5,0.5,0.0,0.0,0.0
36740,0.0,0.16666666666666666,0.0,0.0,0.0
36802,0.0,0.0,0.0,0.0,0.0
36930,0.0,0.0,0.0,0.0,0.0
36972,0.0,0.0,0.0,0.0,0.0
36991,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
37004,0.0,0.0,0.0,0.0,0.0
37031,0.0,0.14285714285714285,0.0,0.0,0.0
37071,0.0,0.6666666666666666,0.0,0.0,0.0
37134,0.0,0.16666666666666666,0.0,0.0,0.0
37173,0.0,1.0,0.0,0.0,0.0
37268,0.0,0.5,0.0,0.0,0.0
37310,0.0,0.0,0.0,0.0,0.0
37323,0.0,1.0,0.0,0.0,0.0
37340,0.0,0.0,0.0,0.0,0.0
37346,0.0,0.5,0.0,0.0,0.0
37433,0.0,0.0,0.0,0.0,0.0
37475,0.0,0.0,0.0,0.0,0.0
37499,0.0,0.0,0.0,0.0,0.0
37556,0.0,0.0,0.0,0.0,0.0
37579,0.0,1.0,0.0,0.0,0.0
37639,0.0,0.6666666666666666,0.0,0.0,0.0
37854,0.0,0.0,0.0,0.0,0.5
37916,0.0,1.0,0.0,0.0,0.0
37936,0.0,0.2727272727272727,0.0,0.0,0.0
38004,0.0,1.0,0.0,0.0,0.0
38060,0.0,0.0,0.0,0.0,0.0
38152,0.0,0.0,0.0,0.0,0.0
38359,0.0,0.0,0.0,0.0,0.0
38383,0.0,0.0,0.0,0.0,0.0
38385,0.0,0.1111111111111111,0.0,0.0,0.0
38547,0.0,0.0,0.0,0.0,0.0
38590,0.0,0.0,1.0,0.0,0.0
38641,0.0,0.0,0.0,0.0,0.0
38717,0.0,0.3333333333333333,0.0,0.0,0.0
38872,0.5,1.0,0.0,0.0,0.0
38878,0.0,1.0,0.0,0.0,0.0
38881,0.0,0.0,0.0,0.0,0.0
38916,0.0,0.0,0.0,0.0,0.0
39030,0.0,0.5,0.0,0.0,0.0
39110,0.0,0.0,0.0,0.0,0.0
39123,0.0,0.0,0.0,0.0,0.0
39130,0.0,0.0,0.0,0.0,0.0
39256,0.0,0.15384615384615385,0.0,0.0,0.0
39398,0.0,0.0,0.0,0.0,0.0
39574,0.0,0.5,0.0,0.0,0.0
39743,0.0,0.5,0.0,0.0,0.0
39765,1.0,0.0,0.0,1.0,0.0
39906,0.0,0.0,0.0,0.0,0.0
39935,0.0,0.0,0.0,0.0,0.0
39961,0.0,0.0,0.0,0.0,0.0
39981,0.0,0.0,0.0,0.0,0.0
40026,0.0,0.0,0.0,0.0,0.0
40131,1.0,0.0,0.0,0.0,0.0
40149,0.0,1.0,0.0,0.0,0.0
40198,0.0,0.16666666666666666,0.0,0.0,0.0
40363,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0
40427,0.0,0.0,0.0,0.0,0.0
40495,0.0,0.5,0.0,0.0,0.0
40514,0.0,0.0,0.0,0.0,0.0
40541,0.0,0.3333333333333333,0.0,0.0,0.0
40617,0.0,0.0,0.0,0.0,0.0
40644,0.0,0.0,0.0,0.0,0.0
40684,0.0,0.0,0.0,0.0,0.0
40711,0.0,0.0,0.0,0.0,0.0
40821,0.0,0.0,0.0,0.0,1.0
40872,0.0,0.0,0.0,0.0,0.0
40909,0.0,0.0,0.0,0.0,0.0
40980,0.0,0.25,0.0,0.0,0.0
41004,0.0,0.0,0.0,0.0,0.0
41031,0.0,0.0,0.0,0.0,0.5
41146,0.0,1.0,0.0,0.0,0.0
41187,0.0,0.5,0.0,0.0,0.0
41254,0.0,0.0,0.0,0.0,0.0
41335,0.0,0.0,0.0,0.0,0.0
41408,0.0,0.0,0.0,0.0,0.0
