p_nearby_leisure,p_nearby_food,p_nearby_shops,p_nearby_pickup,p_nearby_education,p_nearby_health
0.3076923076923077,0.3076923076923077,0.2692307692307692,0.07692307692307693,0.0,0.038461538461538464
0.5555555555555556,0.2222222222222222,0.05555555555555555,0.1111111111111111,0.05555555555555555,0.0
0.0,0.0,0.25,0.75,0.0,0.0
0.0,0.0,0.25,0.75,0.0,0.0
0.2571428571428571,0.11428571428571428,0.4,0.05714285714285714,0.08571428571428572,0.08571428571428572
0.2714285714285714,0.3142857142857143,0.22857142857142856,0.02857142857142857,0.07142857142857142,0.08571428571428572
1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,0.0,0.0
0.3939393939393939,0.10606060606060606,0.4090909090909091,0.015151515151515152,0.06060606060606061,0.015151515151515152
0.4642857142857143,0.03571428571428571,0.07142857142857142,0.17857142857142858,0.07142857142857142,0.17857142857142858
0.08333333333333333,0.25,0.4166666666666667,0.16666666666666666,0.0,0.08333333333333333
0.0,0.2,0.8,0.0,0.0,0.0
0.4722222222222222,0.1388888888888889,0.16666666666666666,0.05555555555555555,0.08333333333333333,0.08333333333333333
0.3235294117647059,0.2647058823529412,0.23529411764705882,0.029411764705882353,0.14705882352941177,0.0
0.3235294117647059,0.2647058823529412,0.23529411764705882,0.029411764705882353,0.14705882352941177,0.0
0.20652173913043478,0.29347826086956524,0.40217391304347827,0.05434782608695652,0.010869565217391304,0.03260869565217391
0.0,0.03333333333333333,0.9333333333333333,0.03333333333333333,0.0,0.0
0.0,0.03333333333333333,0.9333333333333333,0.03333333333333333,0.0,0.0
0.2727272727272727,0.42424242424242425,0.18181818181818182,0.06060606060606061,0.0,0.06060606060606061
0.7272727272727273,0.045454545454545456,0.045454545454545456,0.0,0.045454545454545456,0.13636363636363635
0.25,0.125,0.375,0.25,0.0,0.0
0.6666666666666666,0.05555555555555555,0.0,0.16666666666666666,0.05555555555555555,0.05555555555555555
0.25,0.0,0.25,0.5,0.0,0.0
0.28,0.12,0.32,0.24,0.0,0.04
1.0,0.0,0.0,0.0,0.0,0.0
0.5,0.21428571428571427,0.14285714285714285,0.0,0.07142857142857142,0.07142857142857142
0.1875,0.2604166666666667,0.4895833333333333,0.020833333333333332,0.010416666666666666,0.03125
0.40384615384615385,0.21153846153846154,0.19230769230769232,0.057692307692307696,0.038461538461538464,0.09615384615384616
0.40384615384615385,0.21153846153846154,0.19230769230769232,0.057692307692307696,0.038461538461538464,0.09615384615384616
0.40384615384615385,0.21153846153846154,0.19230769230769232,0.057692307692307696,0.038461538461538464,0.09615384615384616
0.5473684210526316,0.1368421052631579,0.23157894736842105,0.042105263157894736,0.010526315789473684,0.031578947368421054
0.2,0.6,0.1,0.0,0.0,0.1
0.14814814814814814,0.3888888888888889,0.14814814814814814,0.0,0.037037037037037035,0.2777777777777778
0.375,0.0,0.125,0.125,0.375,0.0
0.32142857142857145,0.14285714285714285,0.14285714285714285,0.21428571428571427,0.0,0.17857142857142858
0.38333333333333336,0.21666666666666667,0.13333333333333333,0.016666666666666666,0.13333333333333333,0.11666666666666667
0.4166666666666667,0.0,0.0,0.0,0.5,0.08333333333333333
0.4166666666666667,0.0,0.0,0.0,0.5,0.08333333333333333
1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.2857142857142857,0.5714285714285714,0.14285714285714285,0.0,0.0
0.4,0.34285714285714286,0.05714285714285714,0.0,0.08571428571428572,0.11428571428571428
0.4,0.34285714285714286,0.05714285714285714,0.0,0.08571428571428572,0.11428571428571428
0.375,0.125,0.40625,0.0625,0.0,0.03125
0.16666666666666666,0.2222222222222222,0.4444444444444444,0.05555555555555555,0.05555555555555555,0.05555555555555555
0.045454545454545456,0.18181818181818182,0.6363636363636364,0.045454545454545456,0.0,0.09090909090909091
0.4,0.2,0.26666666666666666,0.06666666666666667,0.0,0.06666666666666667
0.23529411764705882,0.23529411764705882,0.4117647058823529,0.0,0.0,0.11764705882352941
0.6470588235294118,0.029411764705882353,0.17647058823529413,0.08823529411764706,0.058823529411764705,0.0
0.37333333333333335,0.14666666666666667,0.29333333333333333,0.04,0.10666666666666667,0.04
0.25,0.25,0.0,0.25,0.0,0.25
0.24,0.24,0.34,0.07,0.07,0.04
0.15789473684210525,0.15789473684210525,0.47368421052631576,0.10526315789473684,0.05263157894736842,0.05263157894736842
0.38,0.16,0.38,0.02,0.0,0.06
0.3333333333333333,0.19047619047619047,0.40476190476190477,0.023809523809523808,0.047619047619047616,0.0
0.3888888888888889,0.14814814814814814,0.12962962962962962,0.14814814814814814,0.037037037037037035,0.14814814814814814
0.17391304347826086,0.30434782608695654,0.13043478260869565,0.13043478260869565,0.043478260869565216,0.21739130434782608
0.38461538461538464,0.07692307692307693,0.38461538461538464,0.07692307692307693,0.0,0.07692307692307693
0.25,0.3333333333333333,0.25,0.0,0.08333333333333333,0.08333333333333333
0.25,0.5,0.0,0.0,0.0,0.25
0.25,0.5,0.0,0.0,0.0,0.25
1.0,0.0,0.0,0.0,0.0,0.0
0.2,0.4,0.25,0.1,0.05,0.0
0.6153846153846154,0.15384615384615385,0.15384615384615385,0.0,0.07692307692307693,0.0
0.4166666666666667,0.25,0.25,0.0,0.08333333333333333,0.0
0.0,0.1,0.9,0.0,0.0,0.0
0.2441860465116279,0.26744186046511625,0.32558139534883723,0.05813953488372093,0.03488372093023256,0.06976744186046512
0.2413793103448276,0.10344827586206896,0.1724137931034483,0.034482758620689655,0.1724137931034483,0.27586206896551724
0.2631578947368421,0.2982456140350877,0.17543859649122806,0.07017543859649122,0.08771929824561403,0.10526315789473684
0.09693877551020408,0.015306122448979591,0.02040816326530612,0.015306122448979591,0.8316326530612245,0.02040816326530612
0.0,0.2857142857142857,0.5714285714285714,0.14285714285714285,0.0,0.0
0.1,0.2,0.3,0.3,0.0,0.1
0.6666666666666666,0.0,0.0,0.0,0.0,0.3333333333333333
0.4090909090909091,0.18181818181818182,0.20454545454545456,0.022727272727272728,0.045454545454545456,0.13636363636363635
0.0,0.0,1.0,0.0,0.0,0.0
0.6,0.0,0.0,0.0,0.2,0.2
0.4,0.6,0.0,0.0,0.0,0.0
0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333
0.225,0.2375,0.1875,0.025,0.2625,0.0625
0.14285714285714285,0.2857142857142857,0.42857142857142855,0.14285714285714285,0.0,0.0
0.3076923076923077,0.3076923076923077,0.2692307692307692,0.07692307692307693,0.0,0.038461538461538464
0.14285714285714285,0.42857142857142855,0.14285714285714285,0.0,0.0,0.2857142857142857
0.1724137931034483,0.034482758620689655,0.0,0.1896551724137931,0.5172413793103449,0.08620689655172414
0.192,0.32,0.2,0.056,0.176,0.056
0.5,0.16666666666666666,0.0,0.0,0.0,0.3333333333333333
0.25,0.25,0.0,0.5,0.0,0.0
0.4,0.3,0.0,0.1,0.2,0.0
0.0,0.5,0.5,0.0,0.0,0.0
0.1111111111111111,0.2222222222222222,0.5,0.1111111111111111,0.0,0.05555555555555555
0.6363636363636364,0.22727272727272727,0.06060606060606061,0.045454545454545456,0.0,0.030303030303030304
0.5714285714285714,0.0,0.21428571428571427,0.14285714285714285,0.0,0.07142857142857142
0.2857142857142857,0.2597402597402597,0.19480519480519481,0.03896103896103896,0.16883116883116883,0.05194805194805195
0.2631578947368421,0.21052631578947367,0.3684210526315789,0.05263157894736842,0.0,0.10526315789473684
1.0,0.0,0.0,0.0,0.0,0.0
0.125,0.08333333333333333,0.4583333333333333,0.125,0.08333333333333333,0.125
0.45918367346938777,0.1326530612244898,0.09183673469387756,0.02040816326530612,0.24489795918367346,0.05102040816326531
0.16455696202531644,0.31645569620253167,0.4810126582278481,0.012658227848101266,0.02531645569620253,0.0
0.47368421052631576,0.15789473684210525,0.19298245614035087,0.03508771929824561,0.03508771929824561,0.10526315789473684
0.2857142857142857,0.2857142857142857,0.0,0.42857142857142855,0.0,0.0
0.3,0.1,0.1,0.3,0.2,0.0
0.3,0.1,0.1,0.3,0.2,0.0
0.3129251700680272,0.2108843537414966,0.3197278911564626,0.027210884353741496,0.034013605442176874,0.09523809523809523
1.0,0.0,0.0,0.0,0.0,0.0
0.5,0.047619047619047616,0.21428571428571427,0.023809523809523808,0.023809523809523808,0.19047619047619047
0.0,0.1,0.8,0.0,0.0,0.1
0.2542372881355932,0.2711864406779661,0.15254237288135594,0.03389830508474576,0.2033898305084746,0.0847457627118644
0.2857142857142857,0.42857142857142855,0.0,0.0,0.0,0.2857142857142857
0.38461538461538464,0.18461538461538463,0.26153846153846155,0.046153846153846156,0.03076923076923077,0.09230769230769231
0.25,0.25,0.39285714285714285,0.03571428571428571,0.03571428571428571,0.03571428571428571
0.1111111111111111,0.15873015873015872,0.06349206349206349,0.015873015873015872,0.6190476190476191,0.031746031746031744
0.45454545454545453,0.09090909090909091,0.18181818181818182,0.18181818181818182,0.09090909090909091,0.0
0.6,0.4,0.0,0.0,0.0,0.0
0.5084745762711864,0.06779661016949153,0.3220338983050847,0.0,0.03389830508474576,0.06779661016949153
0.5084745762711864,0.06779661016949153,0.3220338983050847,0.0,0.03389830508474576,0.06779661016949153
0.1891891891891892,0.1891891891891892,0.3918918918918919,0.06756756756756757,0.04054054054054054,0.12162162162162163
0.21428571428571427,0.14285714285714285,0.2857142857142857,0.0,0.0,0.35714285714285715
0.0,0.2857142857142857,0.6785714285714286,0.0,0.03571428571428571,0.0
0.5,0.14285714285714285,0.07142857142857142,0.07142857142857142,0.21428571428571427,0.0
0.3564356435643564,0.3069306930693069,0.25742574257425743,0.0297029702970297,0.039603960396039604,0.009900990099009901
0.3564356435643564,0.3069306930693069,0.25742574257425743,0.0297029702970297,0.039603960396039604,0.009900990099009901
0.05405405405405406,0.0,0.013513513513513514,0.0,0.9324324324324325,0.0
0.4774193548387097,0.11935483870967742,0.12258064516129032,0.01935483870967742,0.24838709677419354,0.012903225806451613
0.22727272727272727,0.09090909090909091,0.6363636363636364,0.045454545454545456,0.0,0.0
0.22727272727272727,0.09090909090909091,0.6363636363636364,0.045454545454545456,0.0,0.0
0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0
0.36363636363636365,0.2727272727272727,0.0,0.18181818181818182,0.18181818181818182,0.0
0.3333333333333333,0.05128205128205128,0.4358974358974359,0.07692307692307693,0.0,0.10256410256410256
0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,0.0
1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,0.0,0.0,0.0
0.2857142857142857,0.047619047619047616,0.23809523809523808,0.2857142857142857,0.09523809523809523,0.047619047619047616
0.07692307692307693,0.15384615384615385,0.7307692307692307,0.0,0.0,0.038461538461538464
0.75,0.25,0.0,0.0,0.0,0.0
0.75,0.25,0.0,0.0,0.0,0.0
0.19480519480519481,0.18181818181818182,0.05194805194805195,0.012987012987012988,0.5454545454545454,0.012987012987012988
0.16666666666666666,0.6666666666666666,0.16666666666666666,0.0,0.0,0.0
0.0,0.0,0.0,0.5,0.25,0.25
0.0,0.0,0.0,0.5,0.25,0.25
0.0,0.0,1.0,0.0,0.0,0.0
0.5,0.05555555555555555,0.05555555555555555,0.2222222222222222,0.05555555555555555,0.1111111111111111
0.24324324324324326,0.08108108108108109,0.24324324324324326,0.2702702702702703,0.02702702702702703,0.13513513513513514
0.0,0.0,0.0,0.5,0.0,0.5
0.16666666666666666,0.16666666666666666,0.5,0.027777777777777776,0.027777777777777776,0.1111111111111111
0.2605042016806723,0.20168067226890757,0.35294117647058826,0.008403361344537815,0.08403361344537816,0.09243697478991597
0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333
0.32608695652173914,0.21014492753623187,0.2898550724637681,0.036231884057971016,0.036231884057971016,0.10144927536231885
0.6,0.2,0.0,0.2,0.0,0.0
0.42857142857142855,0.14285714285714285,0.07142857142857142,0.14285714285714285,0.21428571428571427,0.0
0.25,0.0,0.0,0.0,0.25,0.5
0.4666666666666667,0.13333333333333333,0.06666666666666667,0.13333333333333333,0.2,0.0
0.5,0.0,0.0,0.0,0.0,0.5
0.45098039215686275,0.13725490196078433,0.3137254901960784,0.0392156862745098,0.058823529411764705,0.0
0.15,0.15,0.45,0.1,0.0,0.15
1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.2,0.6,0.2,0.0,0.0
0.15492957746478872,0.11267605633802817,0.30985915492957744,0.18309859154929578,0.23943661971830985,0.0
0.5333333333333333,0.06666666666666667,0.26666666666666666,0.0,0.06666666666666667,0.06666666666666667
0.26540284360189575,0.17535545023696683,0.20853080568720378,0.05687203791469194,0.24170616113744076,0.052132701421800945
0.0,1.0,0.0,0.0,0.0,0.0
0.21739130434782608,0.17391304347826086,0.34782608695652173,0.13043478260869565,0.0,0.13043478260869565
0.3333333333333333,0.047619047619047616,0.23809523809523808,0.23809523809523808,0.047619047619047616,0.09523809523809523
0.4,0.06666666666666667,0.2,0.2,0.06666666666666667,0.06666666666666667
0.2,0.3,0.2,0.1,0.1,0.1
0.5,0.25,0.0,0.25,0.0,0.0
0.40384615384615385,0.22115384615384615,0.20192307692307693,0.038461538461538464,0.057692307692307696,0.07692307692307693
0.2857142857142857,0.0,0.2857142857142857,0.0,0.0,0.42857142857142855
0.14285714285714285,0.14285714285714285,0.35714285714285715,0.35714285714285715,0.0,0.0
0.34375,0.15625,0.21875,0.1875,0.03125,0.0625
0.11764705882352941,0.058823529411764705,0.11764705882352941,0.0,0.4117647058823529,0.29411764705882354
0.3181818181818182,0.36363636363636365,0.13636363636363635,0.09090909090909091,0.045454545454545456,0.045454545454545456
0.3181818181818182,0.36363636363636365,0.13636363636363635,0.09090909090909091,0.045454545454545456,0.045454545454545456
0.4166666666666667,0.3333333333333333,0.16666666666666666,0.0,0.0,0.08333333333333333
0.42857142857142855,0.0,0.2857142857142857,0.2857142857142857,0.0,0.0
0.2571428571428571,0.17142857142857143,0.17142857142857143,0.02857142857142857,0.11428571428571428,0.2571428571428571
0.0,0.0,0.0,1.0,0.0,0.0
0.42857142857142855,0.11428571428571428,0.34285714285714286,0.02857142857142857,0.02857142857142857,0.05714285714285714
0.35714285714285715,0.2857142857142857,0.21428571428571427,0.14285714285714285,0.0,0.0
0.3225806451612903,0.12903225806451613,0.3870967741935484,0.06451612903225806,0.0,0.0967741935483871
0.3225806451612903,0.12903225806451613,0.3870967741935484,0.06451612903225806,0.0,0.0967741935483871
0.225,0.2375,0.1875,0.025,0.2625,0.0625
0.07142857142857142,0.14285714285714285,0.5357142857142857,0.10714285714285714,0.0,0.14285714285714285
0.0,0.0,0.0,0.0,0.0,0.0
0.27450980392156865,0.21568627450980393,0.3333333333333333,0.0392156862745098,0.0784313725490196,0.058823529411764705
0.14285714285714285,0.2857142857142857,0.42857142857142855,0.14285714285714285,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.6,0.2,0.2,0.0
0.16666666666666666,0.0,0.5,0.16666666666666666,0.0,0.16666666666666666
0.208955223880597,0.2537313432835821,0.3582089552238806,0.05970149253731343,0.04477611940298507,0.07462686567164178
0.14285714285714285,0.21428571428571427,0.07142857142857142,0.35714285714285715,0.14285714285714285,0.07142857142857142
0.40540540540540543,0.11711711711711711,0.2972972972972973,0.06306306306306306,0.036036036036036036,0.08108108108108109
0.0,0.0,0.0,0.0,0.0,0.0
0.2857142857142857,0.21428571428571427,0.35714285714285715,0.0,0.14285714285714285,0.0
0.4,0.10909090909090909,0.23636363636363636,0.05454545454545454,0.05454545454545454,0.14545454545454545
0.8,0.2,0.0,0.0,0.0,0.0
0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0
0.19444444444444445,0.08333333333333333,0.5277777777777778,0.16666666666666666,0.0,0.027777777777777776
0.52,0.2,0.16,0.0,0.0,0.12
1.0,0.0,0.0,0.0,0.0,0.0
0.5,0.0,0.5,0.0,0.0,0.0
0.3,0.2,0.25,0.05,0.2,0.0
0.29411764705882354,0.0,0.11764705882352941,0.0,0.5294117647058824,0.058823529411764705
0.0,0.0,0.0,0.0,0.0,1.0
0.5882352941176471,0.058823529411764705,0.17647058823529413,0.0,0.11764705882352941,0.058823529411764705
0.25,0.25,0.25,0.125,0.0,0.125
0.0,0.0,0.0,0.5,0.5,0.0
0.0,0.0,0.0,0.5,0.5,0.0
0.23333333333333334,0.25,0.21666666666666667,0.016666666666666666,0.18333333333333332,0.1
0.3372093023255814,0.2441860465116279,0.313953488372093,0.023255813953488372,0.03488372093023256,0.046511627906976744
0.3372093023255814,0.2441860465116279,0.313953488372093,0.023255813953488372,0.03488372093023256,0.046511627906976744
0.4126984126984127,0.2698412698412698,0.2222222222222222,0.047619047619047616,0.015873015873015872,0.031746031746031744
0.3090909090909091,0.23636363636363636,0.2727272727272727,0.09090909090909091,0.01818181818181818,0.07272727272727272
0.25,0.08333333333333333,0.2777777777777778,0.19444444444444445,0.1111111111111111,0.08333333333333333
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
0.33783783783783783,0.2702702702702703,0.16216216216216217,0.04054054054054054,0.14864864864864866,0.04054054054054054
0.33783783783783783,0.2702702702702703,0.16216216216216217,0.04054054054054054,0.14864864864864866,0.04054054054054054
0.2,0.08571428571428572,0.5142857142857142,0.14285714285714285,0.02857142857142857,0.02857142857142857
0.42857142857142855,0.11428571428571428,0.14285714285714285,0.02857142857142857,0.08571428571428572,0.2
0.18461538461538463,0.3076923076923077,0.4,0.03076923076923077,0.015384615384615385,0.06153846153846154
0.14720812182741116,0.2131979695431472,0.14720812182741116,0.025380710659898477,0.4213197969543147,0.04568527918781726
0.0,0.0,0.875,0.125,0.0,0.0
0.21739130434782608,0.13043478260869565,0.4782608695652174,0.08695652173913043,0.043478260869565216,0.043478260869565216
0.72,0.04,0.04,0.1,0.04,0.06
0.25,0.25,0.375,0.125,0.0,0.0
0.11320754716981132,0.12578616352201258,0.16352201257861634,0.03773584905660377,0.5345911949685535,0.025157232704402517
0.0,0.75,0.0,0.0,0.0,0.25
0.2,0.4,0.2,0.2,0.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0
0.4444444444444444,0.1111111111111111,0.2,0.1111111111111111,0.08888888888888889,0.044444444444444446
0.3870967741935484,0.1935483870967742,0.16129032258064516,0.03225806451612903,0.0967741935483871,0.12903225806451613
0.21875,0.09375,0.21875,0.0,0.125,0.34375
0.5,0.25,0.25,0.0,0.0,0.0
0.6507936507936508,0.1746031746031746,0.047619047619047616,0.031746031746031744,0.07936507936507936,0.015873015873015872
0.6206896551724138,0.10344827586206896,0.06896551724137931,0.10344827586206896,0.10344827586206896,0.0
0.3177570093457944,0.308411214953271,0.21495327102803738,0.04672897196261682,0.018691588785046728,0.09345794392523364
0.25,0.0,0.75,0.0,0.0,0.0
0.4032258064516129,0.08064516129032258,0.43548387096774194,0.016129032258064516,0.04838709677419355,0.016129032258064516
0.26666666666666666,0.16666666666666666,0.2,0.03333333333333333,0.03333333333333333,0.3
0.07142857142857142,0.14285714285714285,0.5357142857142857,0.10714285714285714,0.0,0.14285714285714285
0.28,0.32,0.32,0.0,0.04,0.04
0.36363636363636365,0.09090909090909091,0.5454545454545454,0.0,0.0,0.0
0.3333333333333333,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.0,0.2222222222222222
0.8,0.2,0.0,0.0,0.0,0.0
0.8,0.2,0.0,0.0,0.0,0.0
0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
0.2,0.8,0.0,0.0,0.0,0.0
0.5,0.1,0.06666666666666667,0.1,0.0,0.23333333333333334
