p_nearby_leisure,p_nearby_food,p_nearby_shops,p_nearby_pickup,p_nearby_education,p_nearby_health
0.46153846153846156,0.08791208791208792,0.38461538461538464,0.01098901098901099,0.02197802197802198,0.03296703296703297
0.7272727272727273,0.045454545454545456,0.045454545454545456,0.0,0.045454545454545456,0.13636363636363635
0.37037037037037035,0.2777777777777778,0.18518518518518517,0.018518518518518517,0.05555555555555555,0.09259259259259259
0.358974358974359,0.2564102564102564,0.28205128205128205,0.0641025641025641,0.01282051282051282,0.02564102564102564
0.8,0.0,0.2,0.0,0.0,0.0
0.5,0.11764705882352941,0.22058823529411764,0.029411764705882353,0.07352941176470588,0.058823529411764705
0.20108695652173914,0.16847826086956522,0.16304347826086957,0.005434782608695652,0.42391304347826086,0.03804347826086957
0.3394495412844037,0.22935779816513763,0.3211009174311927,0.027522935779816515,0.027522935779816515,0.05504587155963303
0.23684210526315788,0.15789473684210525,0.4605263157894737,0.05263157894736842,0.07894736842105263,0.013157894736842105
0.3333333333333333,0.27450980392156865,0.2549019607843137,0.0784313725490196,0.0196078431372549,0.0392156862745098
0.2236842105263158,0.18421052631578946,0.39473684210526316,0.06578947368421052,0.02631578947368421,0.10526315789473684
0.40384615384615385,0.21153846153846154,0.19230769230769232,0.057692307692307696,0.038461538461538464,0.09615384615384616
0.45517241379310347,0.15172413793103448,0.3310344827586207,0.034482758620689655,0.013793103448275862,0.013793103448275862
0.45517241379310347,0.15172413793103448,0.3310344827586207,0.034482758620689655,0.013793103448275862,0.013793103448275862
0.2765957446808511,0.1276595744680851,0.3617021276595745,0.0851063829787234,0.06382978723404255,0.0851063829787234
0.48148148148148145,0.1111111111111111,0.18518518518518517,0.14814814814814814,0.037037037037037035,0.037037037037037035
0.325,0.2,0.25,0.1,0.075,0.05
0.2777777777777778,0.05555555555555555,0.5277777777777778,0.05555555555555555,0.027777777777777776,0.05555555555555555
0.4375,0.125,0.25,0.09375,0.0625,0.03125
0.3584905660377358,0.33962264150943394,0.1509433962264151,0.05660377358490566,0.03773584905660377,0.05660377358490566
0.3584905660377358,0.33962264150943394,0.1509433962264151,0.05660377358490566,0.03773584905660377,0.05660377358490566
0.43661971830985913,0.19718309859154928,0.22535211267605634,0.04225352112676056,0.04225352112676056,0.056338028169014086
0.3595505617977528,0.25842696629213485,0.21348314606741572,0.0449438202247191,0.02247191011235955,0.10112359550561797
0.325,0.2,0.25,0.1,0.075,0.05
0.38461538461538464,0.2923076923076923,0.15384615384615385,0.06153846153846154,0.06153846153846154,0.046153846153846156
0.6,0.06666666666666667,0.17777777777777778,0.06666666666666667,0.022222222222222223,0.06666666666666667
0.8,0.0,0.2,0.0,0.0,0.0
0.3114754098360656,0.22950819672131148,0.39344262295081966,0.01639344262295082,0.01639344262295082,0.03278688524590164
0.32,0.136,0.344,0.056,0.04,0.104
0.36666666666666664,0.3,0.1,0.16666666666666666,0.03333333333333333,0.03333333333333333
0.2727272727272727,0.2727272727272727,0.36363636363636365,0.0,0.09090909090909091,0.0
0.0,0.0,0.0,1.0,0.0,0.0
0.14285714285714285,0.2857142857142857,0.2857142857142857,0.19047619047619047,0.047619047619047616,0.047619047619047616
0.30434782608695654,0.10869565217391304,0.30434782608695654,0.13043478260869565,0.08695652173913043,0.06521739130434782
0.40540540540540543,0.24324324324324326,0.10810810810810811,0.10810810810810811,0.02702702702702703,0.10810810810810811
0.2,0.1,0.5,0.0,0.0,0.2
0.21739130434782608,0.2608695652173913,0.43478260869565216,0.043478260869565216,0.0,0.043478260869565216
0.2857142857142857,0.2857142857142857,0.35714285714285715,0.05714285714285714,0.0,0.014285714285714285
0.36666666666666664,0.3,0.1,0.16666666666666666,0.03333333333333333,0.03333333333333333
0.40384615384615385,0.21153846153846154,0.19230769230769232,0.057692307692307696,0.038461538461538464,0.09615384615384616
0.24050632911392406,0.20253164556962025,0.3670886075949367,0.08860759493670886,0.02531645569620253,0.0759493670886076
0.2972972972972973,0.2702702702702703,0.13513513513513514,0.1891891891891892,0.05405405405405406,0.05405405405405406
0.4067796610169492,0.13559322033898305,0.1694915254237288,0.0847457627118644,0.0847457627118644,0.11864406779661017
0.44680851063829785,0.02127659574468085,0.0425531914893617,0.02127659574468085,0.3191489361702128,0.14893617021276595
0.23979591836734693,0.16326530612244897,0.09693877551020408,0.015306122448979591,0.42857142857142855,0.05612244897959184
0.26262626262626265,0.16161616161616163,0.36363636363636365,0.0,0.1717171717171717,0.04040404040404041
0.75,0.25,0.0,0.0,0.0,0.0
0.75,0.25,0.0,0.0,0.0,0.0
0.20652173913043478,0.29347826086956524,0.40217391304347827,0.05434782608695652,0.010869565217391304,0.03260869565217391
0.2,0.0,0.4,0.0,0.0,0.4
0.5106382978723404,0.0851063829787234,0.06382978723404255,0.0425531914893617,0.06382978723404255,0.23404255319148937
0.32653061224489793,0.15306122448979592,0.37755102040816324,0.030612244897959183,0.030612244897959183,0.08163265306122448
0.14285714285714285,0.10714285714285714,0.7142857142857143,0.03571428571428571,0.0,0.0
0.1276595744680851,0.1276595744680851,0.723404255319149,0.0,0.0,0.02127659574468085
0.0,0.4444444444444444,0.3333333333333333,0.1111111111111111,0.0,0.1111111111111111
0.38461538461538464,0.18461538461538463,0.26153846153846155,0.046153846153846156,0.03076923076923077,0.09230769230769231
0.40384615384615385,0.21153846153846154,0.19230769230769232,0.057692307692307696,0.038461538461538464,0.09615384615384616
0.40384615384615385,0.21153846153846154,0.19230769230769232,0.057692307692307696,0.038461538461538464,0.09615384615384616
0.5473684210526316,0.1368421052631579,0.23157894736842105,0.042105263157894736,0.010526315789473684,0.031578947368421054
0.14285714285714285,0.7142857142857143,0.14285714285714285,0.0,0.0,0.0
0.35714285714285715,0.14285714285714285,0.21428571428571427,0.09523809523809523,0.023809523809523808,0.16666666666666666
0.35714285714285715,0.14285714285714285,0.21428571428571427,0.09523809523809523,0.023809523809523808,0.16666666666666666
0.35714285714285715,0.14285714285714285,0.21428571428571427,0.09523809523809523,0.023809523809523808,0.16666666666666666
0.40384615384615385,0.21153846153846154,0.19230769230769232,0.057692307692307696,0.038461538461538464,0.09615384615384616
0.14285714285714285,0.10714285714285714,0.7142857142857143,0.03571428571428571,0.0,0.0
0.40384615384615385,0.21153846153846154,0.19230769230769232,0.057692307692307696,0.038461538461538464,0.09615384615384616
0.32075471698113206,0.22641509433962265,0.3584905660377358,0.018867924528301886,0.07547169811320754,0.0
0.5416666666666666,0.08333333333333333,0.2916666666666667,0.041666666666666664,0.041666666666666664,0.0
0.2571428571428571,0.11428571428571428,0.4,0.05714285714285714,0.08571428571428572,0.08571428571428572
0.2222222222222222,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.3333333333333333,0.0
0.0,0.0,0.0,1.0,0.0,0.0
0.5111111111111111,0.3,0.1111111111111111,0.0,0.03333333333333333,0.044444444444444446
0.15625,0.21875,0.28125,0.21875,0.0,0.125
0.4533333333333333,0.18666666666666668,0.18666666666666668,0.04,0.05333333333333334,0.08
0.25806451612903225,0.04838709677419355,0.3064516129032258,0.16129032258064516,0.08064516129032258,0.14516129032258066
0.16129032258064516,0.12903225806451613,0.5483870967741935,0.06451612903225806,0.0,0.0967741935483871
0.4411764705882353,0.08823529411764706,0.08823529411764706,0.14705882352941177,0.058823529411764705,0.17647058823529413
0.29411764705882354,0.18823529411764706,0.35294117647058826,0.03529411764705882,0.047058823529411764,0.08235294117647059
0.29411764705882354,0.18823529411764706,0.35294117647058826,0.03529411764705882,0.047058823529411764,0.08235294117647059
0.3902439024390244,0.14634146341463414,0.17073170731707318,0.04878048780487805,0.04878048780487805,0.1951219512195122
0.40384615384615385,0.21153846153846154,0.19230769230769232,0.057692307692307696,0.038461538461538464,0.09615384615384616
0.38095238095238093,0.2857142857142857,0.2857142857142857,0.047619047619047616,0.0,0.0
0.4,0.0,0.0,0.4,0.0,0.2
0.14285714285714285,0.42857142857142855,0.2857142857142857,0.14285714285714285,0.0,0.0
0.125,0.375,0.375,0.0,0.0,0.125
0.23404255319148937,0.14893617021276595,0.425531914893617,0.0851063829787234,0.06382978723404255,0.0425531914893617
0.23404255319148937,0.14893617021276595,0.425531914893617,0.0851063829787234,0.06382978723404255,0.0425531914893617
